Employee Number,Employee Full Name,Date of Birth,Gender,Position Type,Division,Function Name,Recruitment Type,Joined On,Confirmation Date,Position Job Level (Label),Employee Type,Employee Status,Assignment Status,Last Promotion Date
574448,Myra Kapoor,06-08-1973,Female,Full-time,Division C,Operations,Internal,03-10-2023,20-05-2021,Mid,Contractual,Active,Unassigned,29-02-2020
128054,Krishna Nair,24-07-1977,Male,Full-time,Division A,Operations,Internal,29-04-2022,24-06-2021,Mid,Contractual,Inactive,Assigned,02-10-2022
801045,Sai Krishna,14-01-2001,Male,Part-time,Division A,Operations,External,09-08-2021,03-03-2021,Junior,Permanent,Active,Assigned,23-07-2024
449795,Vihaan Agarwal,15-01-1965,Male,Full-time,Division C,Operations,Internal,23-03-2022,27-09-2021,Senior,Permanent,Active,Assigned,17-06-2020
518248,Aarya Mishra,22-01-1983,Male,Part-time,Division B,Operations,Internal,13-06-2024,27-03-2024,Lead,Contractual,Active,Unassigned,22-08-2023
490114,Ira Joshi,16-08-1988,Male,Part-time,Division C,Operations,External,27-11-2023,06-07-2023,Lead,Permanent,Active,Assigned,25-10-2022
555414,Reyansh Gupta,23-10-1990,Female,Full-time,Division A,Operations,External,19-04-2023,22-02-2023,Junior,Contractual,Inactive,Assigned,29-06-2020
230422,Aarohi Jain,03-07-1995,Male,Contract,Division C,Operations,Internal,20-04-2024,01-02-2023,Junior,Temporary,Active,Assigned,24-06-2021
608271,Ananya Mehta,21-05-1984,Male,Full-time,Division A,Operations,Internal,09-02-2023,08-05-2020,Mid,Temporary,Active,Unassigned,03-02-2022
752807,Arjun Reddy,27-02-1973,Male,Part-time,Division B,Marketing,Internal,27-03-2022,10-06-2021,Mid,Permanent,Active,Unassigned,26-03-2024
348365,Riya Pandey,07-10-1970,Female,Contract,Division A,Operations,Internal,01-04-2021,19-05-2020,Senior,Temporary,Active,Unassigned,27-02-2023
911451,Sai Krishna,18-03-1997,Male,Full-time,Division B,Operations,External,07-04-2021,03-01-2021,Junior,Contractual,Active,Assigned,13-06-2023
196073,Ishaan Singh,24-10-1969,Male,Full-time,Division A,Operations,Internal,28-07-2022,20-12-2021,Senior,Permanent,Active,Unassigned,24-05-2020
332991,Ananya Mehta,14-08-1966,Male,Part-time,Division A,Operations,Internal,12-06-2023,15-10-2021,Lead,Temporary,Active,Assigned,21-09-2020
940441,Myra Kapoor,25-05-1971,Male,Part-time,Division C,Marketing,Internal,01-03-2022,24-01-2022,Lead,Temporary,Active,Unassigned,09-01-2023
730388,Arjun Reddy,02-06-2005,Female,Part-time,Division A,Operations,External,06-12-2020,04-01-2020,Lead,Contractual,Inactive,Assigned,08-12-2020
308017,Anika Desai,19-07-1992,Female,Part-time,Division B,Operations,External,20-06-2021,09-05-2021,Senior,Contractual,Active,Unassigned,30-11-2022
781020,Vihaan Agarwal,27-08-1990,Female,Full-time,Division B,Operations,External,02-11-2023,05-11-2020,Mid,Temporary,Active,Unassigned,23-06-2023
689511,Vivaan Patel,27-03-1981,Female,Full-time,Division A,Operations,External,18-10-2022,18-02-2020,Mid,Contractual,Active,Unassigned,24-11-2022
136267,Diya Shah,05-11-2004,Male,Part-time,Division A,Operations,External,06-08-2023,15-05-2020,Junior,Temporary,Active,Assigned,10-08-2020
691942,Sai Krishna,01-11-2003,Male,Full-time,Division C,Operations,External,20-12-2020,16-10-2020,Mid,Contractual,Active,Assigned,16-08-2020
858909,Riya Pandey,04-01-1973,Female,Full-time,Division A,Operations,External,13-03-2020,06-07-2019,Mid,Temporary,Inactive,Assigned,04-05-2021
929153,Aarya Mishra,17-01-1979,Male,Full-time,Division B,Operations,External,13-12-2022,18-02-2022,Mid,Temporary,Active,Unassigned,30-04-2023
282499,Ishaan Singh,23-06-1994,Female,Contract,Division B,Marketing,Internal,24-12-2020,11-10-2020,Senior,Contractual,Active,Unassigned,09-11-2020
786303,Reyansh Gupta,15-08-1990,Male,Part-time,Division C,Marketing,Internal,23-08-2021,27-09-2020,Senior,Permanent,Active,Unassigned,26-06-2021
349222,Aditya Kumar,23-09-1964,Female,Part-time,Division A,Marketing,Internal,16-01-2021,24-09-2020,Mid,Contractual,Inactive,Unassigned,20-10-2022
923243,Riya Pandey,23-03-1987,Female,Full-time,Division C,Operations,Internal,07-05-2024,29-08-2020,Junior,Temporary,Active,Assigned,18-10-2021
854611,Aditya Kumar,10-02-1990,Male,Part-time,Division B,Operations,Internal,05-05-2024,12-03-2024,Junior,Temporary,Active,Unassigned,17-08-2021
561126,Vihaan Agarwal,09-03-2001,Female,Part-time,Division B,Operations,External,22-03-2020,01-03-2020,Lead,Temporary,Active,Unassigned,18-06-2024
478361,Ishaan Singh,05-09-1975,Male,Contract,Division C,Operations,Internal,07-05-2024,05-04-2021,Junior,Temporary,Active,Assigned,04-01-2023
913873,Anika Desai,18-06-1980,Female,Part-time,Division A,Operations,External,22-03-2024,11-02-2024,Mid,Temporary,Active,Unassigned,07-01-2022
763113,Ayaan Roy,15-08-1987,Female,Full-time,Division B,Operations,Internal,09-03-2021,18-06-2020,Senior,Contractual,Active,Assigned,24-07-2020
679223,Aarya Mishra,13-07-1999,Female,Full-time,Division A,Operations,Internal,20-04-2020,31-01-2020,Senior,Permanent,Active,Assigned,19-07-2022
804921,Aarohi Jain,02-04-1966,Female,Full-time,Division B,Operations,External,05-08-2020,14-06-2020,Lead,Permanent,Active,Unassigned,27-08-2022
338971,Sai Krishna,07-06-1998,Male,Full-time,Division C,Operations,External,21-08-2023,08-09-2022,Senior,Temporary,Active,Assigned,04-10-2021
994881,Ananya Mehta,27-04-2002,Female,Full-time,Division B,Operations,External,15-04-2024,11-12-2022,Junior,Contractual,Active,Unassigned,02-08-2022
459985,Anika Desai,30-12-1995,Male,Contract,Division A,Marketing,External,03-05-2023,29-01-2023,Mid,Temporary,Inactive,Unassigned,22-02-2021
263555,Aditya Kumar,08-09-1964,Female,Part-time,Division A,Operations,External,15-05-2020,15-02-2020,Senior,Contractual,Active,Assigned,24-03-2024
223330,Vihaan Agarwal,28-01-1971,Female,Part-time,Division A,Marketing,External,25-02-2021,05-12-2020,Junior,Contractual,Active,Unassigned,08-07-2023
299174,Anika Desai,05-06-1972,Female,Part-time,Division C,Operations,External,25-01-2021,12-09-2020,Senior,Permanent,Active,Assigned,15-10-2021
827247,Sai Krishna,03-11-1978,Female,Part-time,Division A,Marketing,Internal,06-08-2023,09-08-2022,Senior,Permanent,Active,Assigned,25-12-2020
916911,Aarohi Jain,08-04-1995,Female,Full-time,Division C,Marketing,External,25-03-2020,28-04-2019,Senior,Permanent,Active,Assigned,09-06-2024
863709,Riya Pandey,07-05-2001,Male,Full-time,Division B,Operations,External,29-09-2022,28-01-2022,Mid,Contractual,Inactive,Unassigned,20-11-2023
462298,Ira Joshi,20-08-1974,Male,Contract,Division A,Operations,External,19-09-2021,29-07-2020,Lead,Temporary,Active,Unassigned,15-05-2020
267388,Aadhya Verma,31-08-1973,Female,Contract,Division C,Operations,External,11-03-2021,14-05-2020,Junior,Temporary,Active,Assigned,07-07-2024
440543,Ananya Mehta,10-04-1978,Male,Contract,Division A,Operations,External,10-05-2024,07-12-2022,Junior,Temporary,Active,Assigned,26-01-2024
500767,Aditya Kumar,16-03-2001,Male,Full-time,Division C,Operations,Internal,14-03-2021,06-08-2020,Mid,Permanent,Inactive,Unassigned,29-05-2021
430828,Avni Shukla,19-03-1975,Male,Contract,Division B,Marketing,External,28-04-2020,11-03-2020,Mid,Permanent,Active,Assigned,17-10-2020
779415,Aadhya Verma,01-08-1996,Female,Part-time,Division B,Operations,External,10-12-2021,14-03-2021,Junior,Contractual,Inactive,Assigned,27-04-2024
491795,Diya Shah,21-08-2004,Female,Full-time,Division B,Operations,Internal,30-05-2021,02-04-2020,Junior,Temporary,Inactive,Assigned,01-05-2020
631790,Aarya Mishra,15-01-1972,Female,Part-time,Division A,Operations,External,10-06-2020,30-08-2019,Junior,Permanent,Active,Unassigned,10-06-2024
683935,Avni Shukla,12-07-1971,Male,Contract,Division A,Marketing,External,12-08-2023,24-06-2020,Lead,Temporary,Active,Unassigned,12-04-2023
600717,Anika Desai,02-03-1966,Female,Part-time,Division C,Operations,Internal,11-09-2022,16-06-2022,Senior,Temporary,Active,Unassigned,08-07-2021
395257,Aditya Kumar,14-02-1989,Female,Contract,Division B,Operations,External,14-07-2023,25-05-2023,Junior,Permanent,Inactive,Unassigned,08-04-2020
678993,Reyansh Gupta,06-10-2002,Female,Part-time,Division B,Operations,Internal,26-02-2021,23-05-2020,Junior,Temporary,Active,Assigned,09-05-2024
353783,Diya Shah,02-08-1968,Male,Full-time,Division A,Operations,Internal,15-07-2023,03-12-2022,Junior,Temporary,Active,Unassigned,05-05-2020
884778,Riya Pandey,01-07-1988,Male,Contract,Division B,Operations,Internal,18-04-2023,13-06-2022,Senior,Permanent,Active,Assigned,20-08-2020
675208,Avni Shukla,07-10-1971,Male,Part-time,Division B,Operations,Internal,03-08-2022,23-03-2022,Senior,Permanent,Active,Unassigned,27-12-2022
944468,Sai Krishna,31-05-1990,Male,Full-time,Division A,Marketing,Internal,27-04-2023,13-04-2022,Junior,Contractual,Active,Assigned,03-10-2023
585549,Riya Pandey,16-11-1965,Female,Full-time,Division B,Operations,External,23-05-2023,02-10-2022,Lead,Permanent,Active,Unassigned,24-04-2021
258068,Vihaan Agarwal,01-04-1969,Female,Full-time,Division B,Marketing,Internal,22-09-2022,07-10-2020,Lead,Permanent,Active,Assigned,15-05-2020
937375,Aarya Mishra,01-11-1979,Female,Part-time,Division A,Operations,External,01-12-2021,30-05-2021,Junior,Permanent,Active,Assigned,22-11-2021
168948,Ananya Mehta,15-10-1964,Male,Part-time,Division B,Operations,External,13-12-2020,02-04-2020,Junior,Contractual,Active,Assigned,20-01-2024
259910,Vihaan Agarwal,10-07-1969,Male,Part-time,Division B,Operations,Internal,16-10-2020,17-12-2019,Senior,Temporary,Active,Unassigned,29-04-2021
861328,Sai Krishna,05-07-1967,Female,Full-time,Division C,Operations,Internal,09-06-2021,13-09-2020,Lead,Contractual,Active,Assigned,07-06-2022
827782,Aadhya Verma,15-02-1997,Male,Full-time,Division B,Operations,Internal,11-01-2022,10-09-2020,Senior,Contractual,Active,Unassigned,14-04-2020
956554,Aarya Mishra,19-03-1988,Female,Contract,Division C,Marketing,External,02-07-2022,07-11-2020,Senior,Permanent,Active,Unassigned,21-08-2021
201569,Aarya Mishra,26-05-1991,Female,Contract,Division A,Operations,Internal,24-04-2024,28-05-2022,Lead,Temporary,Active,Unassigned,03-06-2021
709135,Ananya Mehta,09-03-1987,Male,Part-time,Division B,Marketing,External,28-04-2024,13-01-2023,Lead,Permanent,Active,Unassigned,23-02-2021
306167,Vivaan Patel,21-05-1993,Male,Full-time,Division C,Marketing,External,18-05-2024,17-04-2024,Mid,Contractual,Active,Unassigned,11-08-2021
360691,Reyansh Gupta,20-06-1973,Female,Full-time,Division A,Operations,Internal,29-03-2023,16-01-2023,Junior,Contractual,Inactive,Unassigned,31-12-2023
391599,Riya Pandey,10-11-1998,Male,Full-time,Division A,Marketing,Internal,25-06-2024,18-03-2022,Junior,Temporary,Active,Assigned,18-09-2023
999174,Arjun Reddy,23-12-2004,Male,Full-time,Division A,Operations,Internal,19-12-2022,25-03-2021,Lead,Permanent,Active,Unassigned,14-10-2020
406174,Myra Kapoor,28-11-1994,Male,Contract,Division C,Operations,External,02-05-2022,09-05-2021,Senior,Permanent,Active,Unassigned,21-06-2020
165527,Ishaan Singh,29-03-1987,Male,Part-time,Division C,Marketing,External,24-04-2021,08-12-2020,Lead,Permanent,Inactive,Unassigned,23-06-2024
892548,Aarya Mishra,17-02-1991,Male,Part-time,Division C,Operations,External,20-07-2020,17-12-2019,Mid,Temporary,Active,Unassigned,03-04-2020
480162,Myra Kapoor,27-02-2006,Male,Full-time,Division A,Marketing,Internal,29-09-2022,01-10-2021,Senior,Temporary,Active,Unassigned,10-11-2023
581144,Reyansh Gupta,16-08-1997,Male,Full-time,Division B,Operations,External,02-11-2020,03-05-2020,Senior,Permanent,Active,Assigned,06-01-2023
480600,Ishaan Singh,05-08-1968,Male,Part-time,Division B,Marketing,External,10-05-2020,17-11-2019,Junior,Contractual,Active,Assigned,28-02-2021
153264,Ishaan Singh,12-04-1984,Male,Part-time,Division C,Operations,Internal,03-03-2022,18-08-2021,Lead,Temporary,Active,Assigned,14-05-2023
943599,Aarohi Jain,11-06-1981,Female,Contract,Division C,Operations,Internal,23-10-2023,27-03-2020,Lead,Contractual,Active,Unassigned,03-05-2024
456977,Riya Pandey,07-11-2003,Female,Full-time,Division B,Operations,Internal,21-03-2022,29-11-2021,Senior,Temporary,Inactive,Assigned,28-12-2021
913681,Aarya Mishra,27-04-2002,Male,Full-time,Division A,Marketing,External,02-12-2021,13-12-2020,Senior,Permanent,Active,Unassigned,19-10-2021
744247,Aadhya Verma,04-02-1998,Male,Part-time,Division A,Marketing,Internal,18-02-2022,15-02-2021,Junior,Permanent,Active,Assigned,12-01-2024
951811,Ishaan Singh,04-12-1990,Male,Part-time,Division C,Marketing,External,24-04-2023,23-07-2021,Junior,Permanent,Active,Unassigned,14-06-2021
450781,Aarohi Jain,28-07-1998,Male,Contract,Division A,Operations,External,26-10-2023,01-01-2022,Lead,Contractual,Active,Assigned,02-09-2020
327445,Vivaan Patel,23-06-1997,Female,Contract,Division A,Marketing,Internal,24-10-2021,13-03-2021,Senior,Contractual,Active,Unassigned,12-08-2022
156319,Avni Shukla,01-05-1994,Male,Full-time,Division A,Operations,Internal,24-04-2020,14-01-2020,Lead,Contractual,Inactive,Unassigned,02-05-2021
490285,Vihaan Agarwal,07-06-1990,Male,Full-time,Division C,Marketing,External,07-05-2022,16-05-2021,Junior,Temporary,Active,Unassigned,07-09-2021
854660,Aarav Sharma,07-09-1992,Female,Part-time,Division A,Operations,External,24-01-2022,21-10-2021,Mid,Permanent,Active,Unassigned,13-01-2023
683024,Diya Shah,01-09-1969,Male,Contract,Division A,Operations,External,21-12-2023,10-08-2020,Lead,Permanent,Active,Unassigned,05-07-2020
911378,Aadhya Verma,07-05-1978,Female,Full-time,Division A,Marketing,External,10-12-2020,18-01-2020,Senior,Temporary,Active,Assigned,22-01-2020
521167,Aadhya Verma,25-12-1976,Female,Part-time,Division A,Marketing,Internal,26-06-2021,10-09-2020,Mid,Permanent,Inactive,Unassigned,03-02-2021
397196,Aadhya Verma,05-11-2005,Male,Part-time,Division A,Operations,External,31-12-2022,26-09-2022,Lead,Contractual,Inactive,Unassigned,19-02-2023
263897,Avni Shukla,30-06-2003,Male,Contract,Division C,Marketing,Internal,04-01-2023,17-09-2021,Mid,Temporary,Inactive,Unassigned,23-02-2023
937456,Sai Krishna,19-03-1997,Female,Contract,Division B,Marketing,Internal,04-12-2021,23-11-2020,Lead,Contractual,Active,Unassigned,20-12-2020
251375,Arjun Reddy,13-09-1974,Female,Full-time,Division A,Operations,Internal,27-03-2023,22-06-2022,Lead,Contractual,Active,Assigned,21-12-2020
153952,Avni Shukla,19-03-1998,Male,Contract,Division C,Operations,Internal,31-08-2021,13-02-2020,Junior,Contractual,Active,Assigned,22-12-2020
483868,Aarohi Jain,15-01-1977,Male,Part-time,Division A,Operations,External,10-09-2023,05-11-2020,Mid,Temporary,Active,Assigned,29-10-2023
460648,Arjun Reddy,25-10-1966,Female,Part-time,Division A,Marketing,Internal,24-01-2023,17-06-2021,Senior,Permanent,Active,Assigned,05-01-2022
749458,Arjun Reddy,08-05-1965,Female,Contract,Division A,Operations,External,21-03-2020,30-01-2020,Lead,Temporary,Active,Assigned,22-01-2022
127675,Aarav Sharma,04-03-1971,Male,Full-time,Division B,Operations,Internal,14-02-2020,07-01-2020,Lead,Contractual,Active,Assigned,04-03-2023
452499,Aarav Sharma,30-11-1983,Male,Full-time,Division A,Operations,Internal,30-03-2020,27-06-2019,Mid,Permanent,Active,Assigned,23-01-2023
612430,Anika Desai,18-05-1987,Male,Full-time,Division B,Operations,External,26-06-2023,19-09-2021,Mid,Temporary,Active,Assigned,03-10-2023
130797,Arjun Reddy,13-02-2006,Female,Part-time,Division A,Operations,Internal,03-03-2024,26-04-2021,Senior,Permanent,Active,Unassigned,31-01-2022
147674,Arjun Reddy,15-11-1974,Female,Full-time,Division B,Operations,Internal,26-09-2022,07-01-2020,Senior,Temporary,Inactive,Unassigned,13-01-2023
164582,Myra Kapoor,05-05-1967,Female,Full-time,Division A,Marketing,Internal,21-07-2024,11-04-2020,Mid,Contractual,Active,Assigned,07-05-2022
883789,Diya Shah,19-07-2001,Female,Full-time,Division B,Operations,Internal,15-05-2023,19-07-2020,Lead,Contractual,Active,Unassigned,20-11-2023
536720,Sai Krishna,31-12-1969,Female,Part-time,Division A,Operations,External,02-12-2023,20-09-2020,Lead,Temporary,Inactive,Assigned,29-07-2020
636904,Ira Joshi,03-05-2003,Female,Part-time,Division A,Marketing,Internal,08-02-2022,30-11-2020,Lead,Permanent,Active,Assigned,17-12-2021
638541,Avni Shukla,22-12-1978,Male,Full-time,Division A,Marketing,External,23-08-2023,05-02-2022,Mid,Temporary,Active,Assigned,31-12-2020
192695,Aadhya Verma,01-06-2006,Female,Contract,Division A,Marketing,Internal,26-12-2022,07-05-2022,Lead,Contractual,Active,Unassigned,02-11-2020
872649,Ayaan Roy,19-01-2002,Male,Contract,Division A,Operations,External,27-09-2023,19-10-2021,Lead,Permanent,Active,Assigned,16-11-2022
505940,Diya Shah,02-07-1966,Male,Part-time,Division B,Operations,External,11-09-2020,14-05-2020,Mid,Temporary,Active,Unassigned,16-09-2022
126419,Aarav Sharma,10-03-2005,Female,Full-time,Division B,Operations,External,18-10-2021,12-11-2020,Senior,Permanent,Active,Unassigned,23-07-2022
491790,Anika Desai,18-07-1997,Female,Part-time,Division B,Operations,External,22-02-2021,16-09-2020,Lead,Temporary,Inactive,Unassigned,15-07-2022
303072,Ira Joshi,02-03-2004,Male,Full-time,Division B,Operations,Internal,30-01-2020,18-12-2019,Junior,Permanent,Inactive,Assigned,16-08-2023
338537,Diya Shah,18-08-2005,Female,Contract,Division C,Marketing,Internal,21-01-2022,08-11-2020,Junior,Permanent,Active,Unassigned,26-05-2023
898547,Riya Pandey,08-09-1973,Male,Part-time,Division A,Marketing,External,19-03-2021,15-07-2020,Mid,Permanent,Active,Unassigned,20-09-2023
175922,Vivaan Patel,20-02-2003,Male,Part-time,Division B,Operations,Internal,15-04-2020,22-02-2020,Junior,Temporary,Active,Assigned,23-01-2022
234574,Riya Pandey,04-03-1978,Male,Part-time,Division C,Operations,Internal,26-06-2021,20-03-2021,Mid,Temporary,Active,Unassigned,20-01-2024
461726,Aarohi Jain,04-07-1988,Female,Full-time,Division C,Marketing,External,11-02-2022,19-02-2021,Mid,Contractual,Active,Unassigned,28-12-2022
463728,Riya Pandey,04-02-1994,Male,Full-time,Division A,Operations,Internal,28-07-2023,02-05-2023,Junior,Temporary,Inactive,Unassigned,30-06-2023
241341,Aditya Kumar,29-08-2005,Male,Part-time,Division C,Marketing,Internal,07-06-2021,10-10-2020,Lead,Contractual,Inactive,Assigned,19-04-2023
653294,Ira Joshi,29-09-1974,Male,Contract,Division A,Marketing,Internal,18-04-2023,16-01-2023,Senior,Permanent,Active,Assigned,13-12-2022
578713,Myra Kapoor,08-05-1974,Female,Full-time,Division B,Operations,External,19-06-2021,10-01-2021,Mid,Contractual,Active,Unassigned,10-04-2022
610802,Aditya Kumar,22-12-1984,Female,Full-time,Division B,Marketing,External,24-03-2022,16-03-2020,Lead,Contractual,Active,Assigned,12-03-2020
819110,Aarya Mishra,25-09-1992,Female,Full-time,Division C,Operations,External,14-01-2023,29-08-2022,Lead,Temporary,Active,Assigned,05-10-2022
660166,Ayaan Roy,19-02-2003,Female,Full-time,Division A,Operations,Internal,07-04-2020,17-03-2020,Mid,Permanent,Active,Unassigned,28-03-2021
357709,Aditya Kumar,16-09-1994,Female,Part-time,Division B,Operations,Internal,12-03-2024,08-12-2020,Mid,Temporary,Active,Unassigned,24-04-2024
